catalogVersion	scenarioId	capabilityId	domain	name	tier	runtime	architecture	authorityLane	persistenceLane	setup	action	expected	refusal	evidenceFields	referenceTraceStatus	referenceTraceState	referenceTraceId	referenceTraceSource	repoExecutionStatus	repoAutomationStatus	repoEvidenceRefs	testKinds	architectureLegs	externalGates	claimBoundary	notes	repoEvidenceState	repoEvidenceReason
2.0.0-phase0.2	V2-FND-001-S021	SRF-03	layout	Move selected controls as one transaction	A	modern	x64	CommandPlanner	LaneA_MinimalSource	Two Buttons are multi-selected on a form	Drag selection by 17 by 9 pixels	Both Location assignments update once and undo restores both	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260822T160305Z-S021	docs/v2/reference-traces/VS18.7.11911.148-20260822T160305Z/V2-FND-001-S021/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 multi-selects both Buttons and executes a real WinForms Designer drag by +17,+9 through InputShield and the internal capture window: Locations change (21,27)/(50,60) to (38,36)/(67,69), one native Undo restores both, one Redo reapplies both, live bounds move exactly +17,+9, and source/project remain byte-identical. The real open modern CustomEditor applies the same two Locations through one engine-authorized group transaction; one native VS Code Undo restores both, one Redo reapplies both, and the unsaved gesture does not touch disk.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S022	SRF-03	layout	Resize anchored control preserves anchor semantics	A	modern	arm64	CommandPlanner	LaneA_MinimalSource	Button has Anchor Top Left Right and fixed starting Size	Resize right edge	Size changes but Anchor assignment remains unchanged and layout reconciles	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260821T150518Z-S022	docs/v2/reference-traces/VS18.7.11911.148-20260821T150518Z/V2-FND-001-S022/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;extension-host	catalog-arm64;physical-arm64-gated;repo-functional	ARM64_HARDWARE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 selects anchoredButton in the real WinForms Designer and drags its east sizing handle by 40 physical pixels: Size changes 120x30 to 160x30, Anchor and Location remain exact, source and project stay byte-identical, and the four CodeDOM separator-comment normalizations are archived byte-exactly. The real product CustomEditor uses its engine-authorized resize ingress, changes only the Size assignment, leaves disk untouched until save, and one native Undo/Redo unit restores and reapplies the change on VS Code 1.84.0 and 1.134.0. Physical ARM64 execution remains externally gated.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S023	SRF-03	layout	Reparent Button from Panel to GroupBox converts coordinates	A	net48	x64	CommandPlanner	LaneA_MinimalSource	Panel and GroupBox overlap with Button child in Panel	Drag Button into GroupBox	Parent collection and Location are updated to reference-equivalent child coordinates	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;extension-host	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	A real freshly built net48 CustomEditor rebases button1 from panel1 to groupBox1 using the authoritative full-frame layout, persists Location 10,15 with the new parent collection, and proves one native Undo/Redo unit plus byte-identical disk	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S024	SRF-03	safety	Refuse paste that would duplicate existing component name	A	cross-runtime	cross-arch	CommandPlanner	NoMutation	Clipboard contains Button named submitButton and form already has submitButton	Paste clipboard into designer	Paste refuses or requires generated non-colliding name before mutation	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260823T020455Z-S024	docs/v2/reference-traces/VS18.7.11911.148-20260823T020455Z/V2-FND-001-S024/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;unit	catalog-cross-arch;physical-arm64-gated;repo-functional	ARM64_HARDWARE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 x64 independently executes native Edit.Copy/Edit.Paste on equivalent modern and net48 Forms with an occupied submitButton. Both lanes preserve the original, generate unique button1, copy Text and 124x32 Size, serialize TabIndex 1 with one root owner, undo to the exact original shape, and redo the first Paste byte-for-byte while source/project hashes remain exact. Modern selection travels through the real InputShield; net48 selection uses the native SysTreeView32 Document Outline row. Both Visual Studio lanes place the clone at 98,74; the product's bounded 8px placement differs spatially but matches the scenario's collision-safety, identity, property, ownership, and transaction claim on VS Code 1.84.0 and 1.134.0. Screenshot SHA-256 values are 7b7516fae8eca70375202887fcc943f1fa169594d7baa65003f64637be297da2 (modern) and 2a2bb6cd215307594f8345c746fa93846bcf57b412b328a18032d38bc9894089 (net48); physical ARM64 remains external.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S025	LAY-01	layout	SnapLine aligns Button baseline to TextBox	A	modern	x64	CommandPlanner	LaneA_MinimalSource	Form contains TextBox and a Button near matching baseline	Drag Button vertically near TextBox baseline	Compatible text baseline wins over the nearer center line, a baseline guide appears in the product, and final Location matches the actual Visual Studio reference	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260823T044854Z-S025	docs/v2/reference-traces/VS18.7.11911.148-20260823T044854Z/V2-FND-001-S025/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	unit;webview	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 drags the default 100x30 Button from source Y=80 toward the default 120x23 TextBox at Y=40: the raw pointer target is Y=36, but the native designer gives the compatible Button/TextBox baseline offsets 21/16 priority over the fractionally nearer center line and persists Y=35. Button X/Size, the reference TextBox, source, and project remain exact; Save All creates one archived standard empty neutral Form resx. The product engine now publishes live ButtonBase and TextBox baselines, the canvas gives that authoritative candidate priority, displays the exact baseline guide, and commits full-frame window Y 67 to 66, which maps back to source Y=35. Exact engine-unit and real-webview tests freeze both halves.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S026	LAY-01	layout	SnapToGrid rounds movement to configured grid	A	modern	x64	CommandPlanner	LaneA_MinimalSource	Grid mode is SnapToGrid with 8 by 8 spacing	Drag Label by a non-grid delta	Final Location is rounded to the same grid point as reference	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260824T062506Z-S026	docs/v2/reference-traces/VS18.7.11911.148-20260824T062506Z/V2-FND-001-S026/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview;e2e	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 x64 set LayoutMode=1, ShowGrid=true, and SnapToGrid=true, then moved an AutoSize Label from (13,25) by raw (+20,0): persisted Location (32,24) on the effective 8x8 parent grid, preserved Size 57x15 plus reference source/project/control and a standard empty resx, and restored exact original options 0/true/true. The full-frame webview test mirrors that movement result and also covers grid-aware resize.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S027	LAY-01	layout	Alt drag bypasses snap behavior	A	net48	x64	CommandPlanner	LaneA_MinimalSource	SnapLines are enabled and Button is near another control	Alt-drag Button by 5 by 3 pixels	No snap is applied and exact pointer delta is committed	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview;e2e	catalog-x64;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo webview evidence covers Alt bypass preserving the raw pointer delta under snaplines; Visual Studio reference trace remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S028	LAY-01	accessibility	Grid visibility toggles without source mutation	A	cross-runtime	cross-arch	CommandPlanner	NoMutation	ShowGrid setting is toggled while form is clean	Toggle grid visibility twice	Canvas overlay changes and document remains clean	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	NOT_EXECUTED	NOT_CAPTURED	UNSET	VisualStudioWinFormsDesigner	PASS	AUTOMATED	MEASURED_AT_RUNTIME	webview;e2e	catalog-cross-arch;repo-functional	VISUAL_STUDIO_REFERENCE_TRACE	REPO_AUTOMATED	Repo webview evidence covers show-grid as a view-only overlay with no edit post; Visual Studio reference trace remains external	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S029	LAY-02	layout	Align left command updates multi-selection	A	modern	x64	CommandPlanner	LaneA_MinimalSource	Three Buttons are selected with different X coordinates	Invoke Align Left	All selected controls share primary selection X and undo restores all	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260821T160747Z-S029	docs/v2/reference-traces/VS18.7.11911.148-20260821T160747Z/V2-FND-001-S029/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;webview	catalog-x64;repo-functional	NONE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 selects all three Buttons and executes the native Format.AlignLefts command: button1 remains at X=12, button2 changes 42 to 12, button3 changes 77 to 12, every Y and Size remains exact, source and project stay byte-identical, and CodeDOM separator-comment normalization is archived byte-exactly. The real product CustomEditor routes the same per-control deltas through applyAlign, changes only the two Location assignments, leaves disk untouched until save, and one native Undo/Redo unit restores and reapplies both changes on VS Code 1.84.0 and 1.134.0.	MEASURED_SUFFICIENT	NONE
2.0.0-phase0.2	V2-FND-001-S030	LAY-02	layout	Make same size width keeps heights	A	modern	arm64	CommandPlanner	LaneA_MinimalSource	Three controls are selected with different sizes	Invoke Make Same Width	Widths match primary width and heights remain unchanged	NONE	reference_trace_status;reference_trace_state;reference_trace_id;reference_trace_source;repo_execution_status;repo_automation_status;repo_evidence_refs;test_kinds;architecture_legs;external_gates;claim_boundary;scenario_manifest;runtime_architecture;authority_lane;persistence_lane;input_artifacts;action_log;expected_result;refusal_result;source_diff;resource_diff;undo_redo;roundtrip;diagnostics;performance_budget;accessibility_notes;security_notes;repo_evidence_state;repo_evidence_reason	PASS	ARCHIVED	VS18.7.11911.148-20260821T163055Z-S030	docs/v2/reference-traces/VS18.7.11911.148-20260821T163055Z/V2-FND-001-S030/manifest.json	PASS	AUTOMATED	MEASURED_AT_RUNTIME	extension-host;webview	catalog-arm64;physical-arm64-gated;repo-functional	ARM64_HARDWARE	REPO_AUTOMATED	Actual Visual Studio Enterprise 2026 18.7 executes Format.MakeSameWidth and changes only button2/button3 widths to the primary 120 while preserving every height and Location; the real product CustomEditor routes the same two size edits through one applyResize transaction, leaves disk untouched before save, and one native Undo/Redo unit restores/reapplies both on VS Code 1.84.0 and 1.134.0; physical ARM64 remains external	MEASURED_SUFFICIENT	NONE
